USER IDENTITY,USER ADDRESS,PRAISE_REWARD,QUANT_REWARD,NR_OF_PRAISES_QUANTIFIED,REWARDBOARD_REWARD,TOTAL TO RECEIVE
Nuggan#5183,0x0bf920dfe6d36829ab5b0e153857d4ca689e46fb,437.574306448047,0.0,0.0,28.792988444444443,466.3672948924915
divine_comedian#5493,0x320c338bcf70baaae26e96201c33b48105bc62c2,416.4568034432591,0.0,0.0,0.0,416.4568034432591
Mount Manu#3530,0xa2ef65aececb83cd1bd3579a8669779099317952,257.33887382578746,42.336221229050274,300.0,0.0,299.67509505483775
natesuits#4789,missing user address,294.6628326249475,0.0,0.0,0.0,294.6628326249475
iviangita#3204,missing user address,281.8941098778664,0.0,0.0,0.0,281.8941098778664
Tam2140#9361,0xcf79c7eaec5bdc1a9e32d099c5d6bdf67e4cf6e8,264.70544464141113,0.0,0.0,0.0,264.70544464141113
"griff (💜, 💜)#8888",missing user address,251.44561717328853,0.0,0.0,0.0,251.44561717328853
Juankbell#7458,missing user address,249.4811982891222,0.0,0.0,0.0,249.4811982891222
Zeptimus#3359,0xaa79b87dc8b046a5e4f7d03f1562d7fe5bf98737,177.77990901705164,42.336221229050274,300.0,28.792988444444443,248.90911869054634
fabiomendes#4802,missing user address,223.9437527949601,0.0,0.0,0.0,223.9437527949601
Vitor Marthendal#0090,missing user address,212.1572394899622,0.0,0.0,0.0,212.1572394899622
liviade#1387,0xf8d1d34956cea24718cf8687588d6fedbc6d9aa6,161.57345322267955,42.336221229050274,300.0,0.0,203.9096744517298
kristofer#1475,0xa32aecda752cf4ef89956e83d60c04835d4fa867,165.01118626997058,0.0,0.0,28.792988444444443,193.804174714415
chuygarcia.eth#6692,missing user address,183.18206094850902,0.0,0.0,0.0,183.18206094850902
acidlazzer#5796,0x8aa27e90e139d5ab5704df69429341cbcb2d2464,127.68722747081057,42.336221229050274,300.0,0.0,170.02344869986084
pKrepe#5682,missing user address,161.08234850163797,0.0,0.0,0.0,161.08234850163797
karmaticacid#1218,missing user address,142.91147382309953,0.0,0.0,0.0,142.91147382309953
Suga#8514,missing user address,120.81176137622846,0.0,0.0,0.0,120.81176137622846
Vyvy-vi#5040,0x2fa130927814b590623031e846f059df9554fdde,82.5055931349853,32.74001108379888,232.0,0.0,115.2456042187842
David (please DYOR...)#4116,missing user address,105.09641030289794,0.0,0.0,0.0,105.09641030289794
markop#2007,missing user address,102.14978197664846,0.0,0.0,0.0,102.14978197664846
ygg_anderson#4998,missing user address,82.5055931349853,0.0,0.0,0.0,82.5055931349853
anna-marie#8824,missing user address,82.50559313498529,0.0,0.0,0.0,82.50559313498529
eduardovegap#0422,0x1d921dff757610fbdb0073479e12c0a07d382677,81.52338369290213,0.0,0.0,0.0,81.52338369290213
r33pich33p#6906,missing user address,69.73687038790423,0.0,0.0,0.0,69.73687038790423
innov8tor3#3988,0xbcad90f4a1ed4067d9bc33d4089ff18a82250253,24.064131331037377,42.336221229050274,300.0,0.0,66.40035256008765
AmwFund#0979,0x536c7e8f18d09d04697e0d2624b44bba575388c2,22.09971244687106,42.336221229050274,300.0,0.0,64.43593367592133
Mettodo#7010,0x7710e7e881333fd3396ca5966bed6e72746b612d,12.277618026039478,42.336221229050274,300.0,0.0,54.61383925508975
sem  🐝#0161,missing user address,52.54820515144897,0.0,0.0,0.0,52.54820515144897
Caeser (PST)#0046,missing user address,51.07489098832423,0.0,0.0,0.0,51.07489098832423
elessar.eth#7945,missing user address,49.110472104157914,0.0,0.0,0.0,49.110472104157914
bends#3537,0x1e975f53956d644868f3ea25690b1bbeda658565,5.89325665249895,42.336221229050274,300.0,0.0,48.22947788154922
ALOYSIOUS#3049,missing user address,44.19942489374212,0.0,0.0,0.0,44.19942489374212
Dan Knobelsdorf#326,missing user address,43.217215451658966,0.0,0.0,0.0,43.217215451658966
santigs#9769,missing user address,43.217215451658966,0.0,0.0,0.0,43.217215451658966
Maxwe11#7157,0x3f20a6fe04b3a4b37bbbbea826ae23be56baed74,0.0,42.336221229050274,300.0,0.0,42.336221229050274
Parrachia#0450,0xe42f8e2c4b778fcd572c55e457ed77db4cb20a69,0.0,42.336221229050274,300.0,0.0,42.336221229050274
PhilH#1102,0xaa01dec5307cf17f20881a3286dcaa062578cea7,0.0,42.336221229050274,300.0,0.0,42.336221229050274
enti#1546,0x6897abe0fd62b589260784b21f4ca3f78a0d8017,0.0,42.336221229050274,300.0,0.0,42.336221229050274
durgadas#9280,missing user address,39.77948240436791,0.0,0.0,0.0,39.77948240436791
akrtws (TE Academy)#4246,missing user address,35.3595399149937,0.0,0.0,0.0,35.3595399149937
JessicaZartler#2263,missing user address,34.86843519395212,0.0,0.0,0.0,34.86843519395212
rdfbbx#6437,missing user address,33.88622575186896,0.0,0.0,0.0,33.88622575186896
nic#9212,missing user address,33.39512103082738,0.0,0.0,0.0,33.39512103082738
lee0007#8152,0x3e31155a1c17c9f85e74828447aec412090a4622,0.0,32.74001108379888,232.0,0.0,32.74001108379888
teaci#6108,0x1be3505328880f1f204c664d430a9d2817d9d4cc,0.0,32.74001108379888,232.0,0.0,32.74001108379888
GideonRo#3175,0xb08f0ca73e8a59a1b7970e22b8ed2f9142c3fa53,31.430702146661066,0.0,0.0,0.0,31.430702146661066
mheuer#9922,missing user address,29.46628326249475,0.0,0.0,0.0,29.46628326249475
solsista#5370,missing user address,29.46628326249475,0.0,0.0,0.0,29.46628326249475
missing username,0x826976d7c600d45fb8287ca1d7c76fc8eb732030,0.0,0.0,0.0,28.792988444444443,28.792988444444443
missing username,0xdd505da2e2a8017f38a715948c6b6a2922ba27f0,0.0,0.0,0.0,28.792988444444443,28.792988444444443
missing username,0x00d18ca9782be1caef611017c2fbc1a39779a57c,0.0,0.0,0.0,28.792988444444443,28.792988444444443
missing username,0xb22981ba3fe1de2325935c91a3b717168fb86714,0.0,0.0,0.0,28.792988444444443,28.792988444444443
missing username,0x5303d37018b0e7e6f4fe8c706b7001735e5d430a,0.0,0.0,0.0,28.792988444444443,28.792988444444443
missing username,0xf9c171fb0480fac34289cc5791519fec1d7978c3,0.0,0.0,0.0,28.792988444444443,28.792988444444443
Jolie_Ze#0295,missing user address,27.01075965728685,0.0,0.0,0.0,27.01075965728685
shawn#7046,0xc68e8827fc1dd3b2bc94ca8b0228268f16dd6cf6,24.555236052078957,0.0,0.0,0.0,24.555236052078957
CurlyBracketEffect#5572,missing user address,20.626398283746326,0.0,0.0,0.0,20.626398283746326
JeffEmmett#7202,missing user address,19.644188841663166,0.0,0.0,0.0,19.644188841663166
monstrosity#5714,missing user address,18.66197939958001,0.0,0.0,0.0,18.66197939958001
ddan#2489,missing user address,14.733141631247374,0.0,0.0,0.0,14.733141631247374
freshelle#9882,missing user address,13.750932189164216,0.0,0.0,0.0,13.750932189164216
hz#8826,missing user address,13.750932189164216,0.0,0.0,0.0,13.750932189164216
mateodaza#3156,missing user address,13.259827468122637,0.0,0.0,0.0,13.259827468122637
K.#9150,missing user address,13.259827468122637,0.0,0.0,0.0,13.259827468122637
Kris#8703,missing user address,13.259827468122637,0.0,0.0,0.0,13.259827468122637
Stefano#8400,missing user address,12.277618026039478,0.0,0.0,0.0,12.277618026039478
bierlingm#9895,missing user address,10.804303862914741,0.0,0.0,0.0,10.804303862914741
Mert Ozd#6679,missing user address,10.313199141873161,0.0,0.0,0.0,10.313199141873161
solarmkd#5631,missing user address,9.330989699790003,0.0,0.0,0.0,9.330989699790003
ActiveInferenceLab#3629,missing user address,9.330989699790003,0.0,0.0,0.0,9.330989699790003
jugaadbhatia#0949,missing user address,8.839884978748424,0.0,0.0,0.0,8.839884978748424
bradleyc#3333,missing user address,8.348780257706846,0.0,0.0,0.0,8.348780257706846
Rudi#1165,missing user address,7.857675536665266,0.0,0.0,0.0,7.857675536665266
fahern#7639,missing user address,7.366570815623688,0.0,0.0,0.0,7.366570815623688
amanwithwings#0165,missing user address,7.366570815623687,0.0,0.0,0.0,7.366570815623687
DaveW#9619,missing user address,7.366570815623687,0.0,0.0,0.0,7.366570815623687
fabi#2426,missing user address,6.875466094582108,0.0,0.0,0.0,6.875466094582108
Paul Haas#7536,missing user address,6.875466094582108,0.0,0.0,0.0,6.875466094582108
Benoît Kulesza#7976,missing user address,6.875466094582108,0.0,0.0,0.0,6.875466094582108
Yineisy Mota#1449,missing user address,6.875466094582108,0.0,0.0,0.0,6.875466094582108
mafer_cordovas#1034,missing user address,6.875466094582108,0.0,0.0,0.0,6.875466094582108
T Wells#9070,missing user address,6.3843613735405285,0.0,0.0,0.0,6.3843613735405285
Loie#2921,missing user address,6.3843613735405285,0.0,0.0,0.0,6.3843613735405285
ZER8🧠#9093,missing user address,5.893256652498949,0.0,0.0,0.0,5.893256652498949
SteveWright#3039,missing user address,5.893256652498949,0.0,0.0,0.0,5.893256652498949
Ronald#6940,missing user address,5.402151931457371,0.0,0.0,0.0,5.402151931457371
Striker#3288,missing user address,5.402151931457371,0.0,0.0,0.0,5.402151931457371
Martin09#7487,missing user address,5.402151931457371,0.0,0.0,0.0,5.402151931457371
Letty#5399,missing user address,4.911047210415791,0.0,0.0,0.0,4.911047210415791
Kojak#5611,missing user address,4.911047210415791,0.0,0.0,0.0,4.911047210415791
🐙 octopus#5508,missing user address,4.419942489374212,0.0,0.0,0.0,4.419942489374212
witwiki#0518,missing user address,4.419942489374212,0.0,0.0,0.0,4.419942489374212
Santiago#0325,missing user address,4.419942489374212,0.0,0.0,0.0,4.419942489374212
mZ#3472,missing user address,3.928837768332633,0.0,0.0,0.0,3.928837768332633
METADREAMER 🐙#1111,missing user address,3.928837768332633,0.0,0.0,0.0,3.928837768332633
metaverde#2503,0x8aac40061e258d6e45fd13e214710abdf356285a,3.9288377683326328,0.0,0.0,0.0,3.9288377683326328
isysoares#5223,missing user address,3.437733047291054,0.0,0.0,0.0,3.437733047291054
imranistan#5185,missing user address,3.437733047291054,0.0,0.0,0.0,3.437733047291054
MS#4235,missing user address,3.437733047291054,0.0,0.0,0.0,3.437733047291054
andrej#6442,missing user address,3.437733047291054,0.0,0.0,0.0,3.437733047291054
Miles#9305,missing user address,2.9466283262494746,0.0,0.0,0.0,2.9466283262494746
now#5422,missing user address,2.9466283262494746,0.0,0.0,0.0,2.9466283262494746
Maya.Sierra#7592,missing user address,2.9466283262494746,0.0,0.0,0.0,2.9466283262494746
Ekeneodigwe#1502,missing user address,2.9466283262494746,0.0,0.0,0.0,2.9466283262494746
Shaila#4348,missing user address,2.9466283262494746,0.0,0.0,0.0,2.9466283262494746
heater#9765,missing user address,2.9466283262494746,0.0,0.0,0.0,2.9466283262494746
zakk#896,missing user address,2.9466283262494746,0.0,0.0,0.0,2.9466283262494746
MorganicMovement 🍄#1085,missing user address,2.9466283262494746,0.0,0.0,0.0,2.9466283262494746
justkassie#0539,missing user address,2.4555236052078957,0.0,0.0,0.0,2.4555236052078957
paul2#3057,missing user address,2.4555236052078957,0.0,0.0,0.0,2.4555236052078957
WhyldWanderer#7002,missing user address,2.4555236052078957,0.0,0.0,0.0,2.4555236052078957
xm3van#0929,missing user address,2.4555236052078957,0.0,0.0,0.0,2.4555236052078957
KZ Flyer#0926,missing user address,2.4555236052078957,0.0,0.0,0.0,2.4555236052078957
ceresbzns#4276,missing user address,2.4555236052078957,0.0,0.0,0.0,2.4555236052078957
Josxhua#9528,missing user address,2.4555236052078957,0.0,0.0,0.0,2.4555236052078957
storypup#2167,missing user address,1.9644188841663166,0.0,0.0,0.0,1.9644188841663166
luigy 𝗹𝗲𝗺𝗼𝗻#1337,missing user address,1.9644188841663166,0.0,0.0,0.0,1.9644188841663166
Alp#3768,missing user address,1.9644188841663164,0.0,0.0,0.0,1.9644188841663164
BK#7471,missing user address,1.4733141631247375,0.0,0.0,0.0,1.4733141631247375
Zeugh#0001,missing user address,1.4733141631247375,0.0,0.0,0.0,1.4733141631247375
Jsimbouras#2339,missing user address,1.4733141631247373,0.0,0.0,0.0,1.4733141631247373
Xinhui98#916,missing user address,1.4733141631247373,0.0,0.0,0.0,1.4733141631247373
GCF#3655,missing user address,1.4733141631247373,0.0,0.0,0.0,1.4733141631247373
G0RD0#9904,missing user address,1.4733141631247373,0.0,0.0,0.0,1.4733141631247373
eli_#0534,missing user address,1.4733141631247373,0.0,0.0,0.0,1.4733141631247373
noturhandle#510,missing user address,1.4733141631247373,0.0,0.0,0.0,1.4733141631247373
egazf#2082,missing user address,1.4733141631247373,0.0,0.0,0.0,1.4733141631247373
Rohekbenitez#8753,missing user address,1.4733141631247373,0.0,0.0,0.0,1.4733141631247373
Danada#3389,missing user address,1.4733141631247373,0.0,0.0,0.0,1.4733141631247373
AnnAnna#4694,missing user address,1.4733141631247373,0.0,0.0,0.0,1.4733141631247373
ApeironCreations#9049,missing user address,0.9822094420831583,0.0,0.0,0.0,0.9822094420831583
Atotsm#5719,missing user address,0.9822094420831583,0.0,0.0,0.0,0.9822094420831583
DecentralizeSDGs#7544,missing user address,0.9822094420831583,0.0,0.0,0.0,0.9822094420831583
BiancaGadelha#2667,missing user address,0.9822094420831583,0.0,0.0,0.0,0.9822094420831583
danielo#2815,missing user address,0.9822094420831583,0.0,0.0,0.0,0.9822094420831583
Ty Autonomous#3855,missing user address,0.9822094420831583,0.0,0.0,0.0,0.9822094420831583
KenMan#2662,missing user address,0.9822094420831583,0.0,0.0,0.0,0.9822094420831583
diganta.eth#0692,missing user address,0.9822094420831583,0.0,0.0,0.0,0.9822094420831583
Leyi#3074,missing user address,0.9822094420831583,0.0,0.0,0.0,0.9822094420831583
StateClayer#5974,missing user address,0.9822094420831583,0.0,0.0,0.0,0.9822094420831583
carlfarterson#5846,missing user address,0.9822094420831583,0.0,0.0,0.0,0.9822094420831583
pab🐝🐙#6151,missing user address,0.9822094420831583,0.0,0.0,0.0,0.9822094420831583
yao#6032,missing user address,0.49110472104157915,0.0,0.0,0.0,0.49110472104157915
Pronoia🐙🦘#2154,missing user address,0.49110472104157915,0.0,0.0,0.0,0.49110472104157915
coco_xyz#711,missing user address,0.49110472104157915,0.0,0.0,0.0,0.49110472104157915
magwalk#8115,missing user address,0.49110472104157915,0.0,0.0,0.0,0.49110472104157915
tù.úk'z#1449,missing user address,0.49110472104157915,0.0,0.0,0.0,0.49110472104157915
foreverkatie#0788,missing user address,0.49110472104157915,0.0,0.0,0.0,0.49110472104157915
bubbado#7885,missing user address,0.49110472104157915,0.0,0.0,0.0,0.49110472104157915
aidanbrodieo#1666,missing user address,0.49110472104157915,0.0,0.0,0.0,0.49110472104157915
