USER IDENTITY,USER ADDRESS,PRAISE_REWARD,QUANT_REWARD,NR_OF_PRAISES_QUANTIFIED,REWARDBOARD_REWARD,TOTAL TO RECEIVE
Nuggan#5183,0x0bf920dfe6d36829ab5b0e153857d4ca689e46fb,575.9130617387652,0.0,0.0,28.5,604.4130617387652
divine_comedian#5493,0x320c338bcf70baaae26e96201c33b48105bc62c2,548.1192776144477,0.0,0.0,0.0,548.1192776144477
natesuits#4789,missing user address,387.8202435951281,0.0,0.0,0.0,387.8202435951281
Mount Manu#3530,0xa2ef65aececb83cd1bd3579a8669779099317952,338.69634607307853,41.79469273743017,300.0,0.0,380.4910388105087
iviangita#3204,missing user address,371.0146997060059,0.0,0.0,0.0,371.0146997060059
Tam2140#9361,0xcf79c7eaec5bdc1a9e32d099c5d6bdf67e4cf6e8,348.39185216295675,0.0,0.0,0.0,348.39185216295675
"griff (💜, 💜)#8888",missing user address,330.939941201176,0.0,0.0,0.0,330.939941201176
Juankbell#7458,missing user address,328.3544729105418,0.0,0.0,0.0,328.3544729105418
Zeptimus#3359,0xaa79b87dc8b046a5e4f7d03f1562d7fe5bf98737,233.98488030239395,41.79469273743017,300.0,28.5,304.27957303982413
fabiomendes#4802,missing user address,294.74338513229736,0.0,0.0,0.0,294.74338513229736
Vitor Marthendal#0090,missing user address,279.23057538849224,0.0,0.0,0.0,279.23057538849224
liviade#1387,0xf8d1d34956cea24718cf8687588d6fedbc6d9aa6,212.6547669046619,41.79469273743017,300.0,0.0,254.44945964209205
kristofer#1475,0xa32aecda752cf4ef89956e83d60c04835d4fa867,217.17933641327173,0.0,0.0,28.5,245.67933641327173
chuygarcia.eth#6692,missing user address,241.09491810163797,0.0,0.0,0.0,241.09491810163797
pKrepe#5682,missing user address,212.00839983200336,0.0,0.0,0.0,212.00839983200336
acidlazzer#5796,0x8aa27e90e139d5ab5704df69429341cbcb2d2464,168.05543889122217,41.79469273743017,300.0,0.0,209.85013162865232
karmaticacid#1218,missing user address,188.09281814363712,0.0,0.0,0.0,188.09281814363712
Suga#8514,missing user address,159.0062998740025,0.0,0.0,0.0,159.0062998740025
Vyvy-vi#5040,0x2fa130927814b590623031e846f059df9554fdde,108.58966820663586,32.32122905027933,232.0,0.0,140.91089725691518
David (please DYOR...)#4116,missing user address,138.32255354892902,0.0,0.0,0.0,138.32255354892902
markop#2007,missing user address,134.44435111297776,0.0,0.0,0.0,134.44435111297776
anna-marie#8824,missing user address,108.58966820663586,0.0,0.0,0.0,108.58966820663586
ygg_anderson#4998,missing user address,108.58966820663586,0.0,0.0,0.0,108.58966820663586
eduardovegap#0422,0x1d921dff757610fbdb0073479e12c0a07d382677,107.29693406131878,0.0,0.0,0.0,107.29693406131878
r33pich33p#6906,missing user address,91.78412431751364,0.0,0.0,0.0,91.78412431751364
