USER IDENTITY,USER ADDRESS,PRAISE_REWARD,QUANT_REWARD,NR_OF_PRAISES_QUANTIFIED,REWARDBOARD_REWARD,TOTAL TO RECEIVE
liviade#1387,0xf8d1d34956cea24718cf8687588d6fedbc6d9aa6,339.1234452371134,31.214205115191984,148.0,0.0,370.3376503523054
"griff (💜, 💜)#8888",missing user address,335.07179117215384,0.0,0.0,0.0,335.07179117215384
natesuits#4789,missing user address,270.6504915392972,0.0,0.0,0.0,270.6504915392972
sem  🐝#0161,missing user address,233.37527414166942,0.0,0.0,0.0,233.37527414166942
divine_comedian#5493,0x320c338bcf70baaae26e96201c33b48105bc62c2,175.03145560625208,17.71617047078464,84.0,0.0,192.74762607703673
karmaticacid#1218,missing user address,176.6521172322359,0.0,0.0,0.0,176.6521172322359
Nuggan#5183,0x0bf920dfe6d36829ab5b0e153857d4ca689e46fb,157.60934312692606,0.0,0.0,17.999907555555556,175.60925068248162
acidlazzer#5796,0x8aa27e90e139d5ab5704df69429341cbcb2d2464,131.27359170468907,0.0,0.0,0.0,131.27359170468907
Tam2140#9361,0xcf79c7eaec5bdc1a9e32d099c5d6bdf67e4cf6e8,81.84341211218269,33.745086611018365,160.0,0.0,115.58849872320106
markop#2007,missing user address,114.66181003835496,0.0,0.0,0.0,114.66181003835496
iviangita#3204,missing user address,113.04114841237114,0.0,0.0,0.0,113.04114841237114
Suga#8514,missing user address,110.20499056689945,0.0,0.0,0.0,110.20499056689945
chuygarcia.eth#6692,missing user address,95.61903593304511,0.0,0.0,0.0,95.61903593304511
Vyvy-vi#5040,0x2fa130927814b590623031e846f059df9554fdde,53.07666825096996,40.28319714190317,191.0,0.0,93.35986539287313
anna-marie#8824,missing user address,89.94672024210176,0.0,0.0,0.0,89.94672024210176
ygg_anderson#4998,missing user address,89.13638942910985,0.0,0.0,0.0,89.13638942910985
Mount Manu#3530,0xa2ef65aececb83cd1bd3579a8669779099317952,89.13638942910985,0.0,0.0,0.0,89.13638942910985
Vitor Marthendal#0090,missing user address,68.06778829132026,0.0,0.0,0.0,68.06778829132026
Alp#3768,missing user address,66.04196125884049,0.0,0.0,0.0,66.04196125884049
Zeptimus#3359,0xaa79b87dc8b046a5e4f7d03f1562d7fe5bf98737,41.3268714625873,0.0,0.0,17.999907555555556,59.32677901814286
Dan Knobelsdorf#326,missing user address,58.748983941913316,0.0,0.0,0.0,58.748983941913316
🐙 octopus#5508,missing user address,53.48183365746591,0.0,0.0,0.0,53.48183365746591
freshelle#9882,missing user address,49.43017959250638,0.0,0.0,0.0,49.43017959250638
JeffEmmett#7202,missing user address,44.56819471455493,0.0,0.0,0.0,44.56819471455493
Juankbell#7458,missing user address,44.163029308058974,0.0,0.0,0.0,44.163029308058974
mheuer#9922,missing user address,43.75786390156302,0.0,0.0,0.0,43.75786390156302
AmwFund#0979,0x536c7e8f18d09d04697e0d2624b44bba575388c2,25.93058601574105,16.661636514190317,79.0,0.0,42.59222252993136
jukren#8803,missing user address,42.54236768207515,0.0,0.0,0.0,42.54236768207515
bends#3537,0x1e975f53956d644868f3ea25690b1bbeda658565,0.4051654064959539,39.86138355926544,189.0,0.0,40.266548965761395
osycross(🦎🦎)#5943,0xfe99402763531258875949d449db20157b77ec5c,0.0,38.806849602671114,184.0,0.0,38.806849602671114
calazki#3961,0xf48d4780a886900c263e72d475b1d8b0c7e5a987,0.0,38.806849602671114,184.0,0.0,38.806849602671114
JessicaZartler#2263,missing user address,38.08554821061966,0.0,0.0,0.0,38.08554821061966
Usua◎ Silver#2618,0x914c0e63f98a091e74b7c5e78993bb8de735ae74,0.0,37.1195952721202,176.0,0.0,37.1195952721202
shawn#7046,0xc68e8827fc1dd3b2bc94ca8b0228268f16dd6cf6,0.0,36.065061315525874,171.0,0.0,36.065061315525874
kristofer#1475,0xa32aecda752cf4ef89956e83d60c04835d4fa867,15.801450853342201,0.0,0.0,17.999907555555556,33.801358408897755
Mettodo#7010,0x7710e7e881333fd3396ca5966bed6e72746b612d,0.0,33.745086611018365,160.0,0.0,33.745086611018365
solsista#5370,missing user address,31.19773630018845,0.0,0.0,0.0,31.19773630018845
OddName#8763,missing user address,30.792570893692496,0.0,0.0,0.0,30.792570893692496
David (please DYOR...)#4116,missing user address,29.57707467420463,0.0,0.0,0.0,29.57707467420463
akrtws (TE Academy)#4246,missing user address,26.740916828732956,0.0,0.0,0.0,26.740916828732956
mateodaza#3156,missing user address,23.499593576765328,0.0,0.0,0.0,23.499593576765328
innov8tor3#3988,0xbcad90f4a1ed4067d9bc33d4089ff18a82250253,20.663435731293646,0.0,0.0,0.0,20.663435731293646
sacha 🐝#8437,missing user address,19.853104918301742,0.0,0.0,0.0,19.853104918301742
Letty#5399,missing user address,19.44793951180579,0.0,0.0,0.0,19.44793951180579
lEscanore#7764,missing user address,18.232443292317924,0.0,0.0,0.0,18.232443292317924
missing username,0x826976d7c600d45fb8287ca1d7c76fc8eb732030,0.0,0.0,0.0,17.999907555555556,17.999907555555556
missing username,0x00d18ca9782be1caef611017c2fbc1a39779a57c,0.0,0.0,0.0,17.999907555555556,17.999907555555556
missing username,0xb22981ba3fe1de2325935c91a3b717168fb86714,0.0,0.0,0.0,17.999907555555556,17.999907555555556
missing username,0xf9c171fb0480fac34289cc5791519fec1d7978c3,0.0,0.0,0.0,17.999907555555556,17.999907555555556
missing username,0x5303d37018b0e7e6f4fe8c706b7001735e5d430a,0.0,0.0,0.0,17.999907555555556,17.999907555555556
missing username,0xdd505da2e2a8017f38a715948c6b6a2922ba27f0,0.0,0.0,0.0,17.999907555555556,17.999907555555556
durgadas#9280,missing user address,17.01694707283006,0.0,0.0,0.0,17.01694707283006
barnabe#7926,missing user address,16.61178166633411,0.0,0.0,0.0,16.61178166633411
eduardovegap#0422,0x1d921dff757610fbdb0073479e12c0a07d382677,16.61178166633411,0.0,0.0,0.0,16.61178166633411
tigeroid#2951,0xd3898129d4acb0f8039b1b9d6367b236f1e6100f,0.0,14.974382183639397,71.0,0.0,14.974382183639397
santigs#9769,missing user address,14.585954633854339,0.0,0.0,0.0,14.585954633854339
nic#9212,missing user address,14.180789227358387,0.0,0.0,0.0,14.180789227358387
Pat ✨#3662,missing user address,13.775623820862432,0.0,0.0,0.0,13.775623820862432
gruad#1079,missing user address,13.370458414366478,0.0,0.0,0.0,13.370458414366478
Kris#8703,missing user address,10.534300568894801,0.0,0.0,0.0,10.534300568894801
fahern#7639,missing user address,8.508473536415032,0.0,0.0,0.0,8.508473536415032
Ekeneodigwe#1502,missing user address,6.887811910431217,0.0,0.0,0.0,6.887811910431217
mZ#3472,missing user address,6.482646503935262,0.0,0.0,0.0,6.482646503935262
elessar.eth#7945,missing user address,6.077481097439308,0.0,0.0,0.0,6.077481097439308
storypup#2167,missing user address,5.267150284447401,0.0,0.0,0.0,5.267150284447401
CMD Burrito#2759,missing user address,4.051654064959539,0.0,0.0,0.0,4.051654064959539
ZER8🧠#9093,missing user address,4.051654064959539,0.0,0.0,0.0,4.051654064959539
metaverde#2503,0x8aac40061e258d6e45fd13e214710abdf356285a,2.836157845471677,0.0,0.0,0.0,2.836157845471677
