USER IDENTITY,USER ADDRESS,PRAISE_REWARD,QUANT_REWARD,NR_OF_PRAISES_QUANTIFIED,REWARDBOARD_REWARD,TOTAL TO RECEIVE
divine_comedian#5493,0x320c338bcf70baaae26e96201c33b48105bc62c2,348.5861572443581,36.4264652465003,300.0,0.0,385.0126224908584
liviade#1387,0xf8d1d34956cea24718cf8687588d6fedbc6d9aa6,345.9170442486126,17.363281767498478,143.0,0.0,363.2803260161111
Juankbell#7458,missing user address,349.6538024426563,0.0,0.0,0.0,349.6538024426563
Tam2140#9361,0xcf79c7eaec5bdc1a9e32d099c5d6bdf67e4cf6e8,250.89662160007398,17.363281767498478,143.0,0.0,268.25990336757246
Zeptimus#3359,0xaa79b87dc8b046a5e4f7d03f1562d7fe5bf98737,222.07020124602295,17.363281767498478,143.0,28.424067555555556,267.857550569077
Nuggan#5183,0x0bf920dfe6d36829ab5b0e153857d4ca689e46fb,187.37173230133186,36.4264652465003,300.0,28.424067555555556,252.2222651033877
Mount Manu#3530,0xa2ef65aececb83cd1bd3579a8669779099317952,187.37173230133186,36.4264652465003,300.0,0.0,223.79819754783216
karmaticacid#1218,missing user address,196.98053908601554,0.0,0.0,0.0,196.98053908601554
"griff (💜, 💜)#8888",missing user address,192.1761356936737,0.0,0.0,0.0,192.1761356936737
natesuits#4789,missing user address,186.83790970218277,0.0,0.0,0.0,186.83790970218277
ALOYSIOUS#3049,missing user address,184.1687967064373,0.0,0.0,0.0,184.1687967064373
fabiomendes#4802,missing user address,183.6349741072882,0.0,0.0,0.0,183.6349741072882
eduardovegap#0422,0x1d921dff757610fbdb0073479e12c0a07d382677,181.4996837106918,0.0,0.0,0.0,181.4996837106918
chuygarcia.eth#6692,missing user address,179.89821591324454,0.0,0.0,0.0,179.89821591324454
kristofer#1475,0xa32aecda752cf4ef89956e83d60c04835d4fa867,94.48660004938957,36.4264652465003,300.0,28.424067555555556,159.3371328514454
Vitor Marthendal#0090,missing user address,153.74090855493895,0.0,0.0,0.0,153.74090855493895
iviangita#3204,missing user address,151.60561815834257,0.0,0.0,0.0,151.60561815834257
David (please DYOR...)#4116,missing user address,138.26005317961523,0.0,0.0,0.0,138.26005317961523
pKrepe#5682,missing user address,136.65858538216796,0.0,0.0,0.0,136.65858538216796
Vyvy-vi#5040,0x2fa130927814b590623031e846f059df9554fdde,123.31302040344062,0.0,0.0,0.0,123.31302040344062
akrtws (TE Academy)#4246,missing user address,115.30568141620421,0.0,0.0,0.0,115.30568141620421
LBS#6541,missing user address,107.8321650281169,0.0,0.0,0.0,107.8321650281169
markop#2007,missing user address,95.55424524768776,0.0,0.0,0.0,95.55424524768776
sem  🐝#0161,missing user address,73.13369608342582,0.0,0.0,0.0,73.13369608342582
AmwFund#0979,0x536c7e8f18d09d04697e0d2624b44bba575388c2,35.76611414298927,36.4264652465003,300.0,0.0,72.19257938948957
durgadas#9280,missing user address,68.86311529023307,0.0,0.0,0.0,68.86311529023307
acidlazzer#5796,0x8aa27e90e139d5ab5704df69429341cbcb2d2464,61.389598902145764,0.0,0.0,0.0,61.389598902145764
GideonRo#3175,0xb08f0ca73e8a59a1b7970e22b8ed2f9142c3fa53,60.855776302996674,0.0,0.0,0.0,60.855776302996674
MS#4235,missing user address,59.788131104698486,0.0,0.0,0.0,59.788131104698486
solsista#5370,missing user address,58.7204859064003,0.0,0.0,0.0,58.7204859064003
ygg_anderson#4998,missing user address,53.38225991490936,0.0,0.0,0.0,53.38225991490936
anna-marie#8824,missing user address,49.11167912171661,0.0,0.0,0.0,49.11167912171661
Suga#8514,missing user address,47.51021132426933,0.0,0.0,0.0,47.51021132426933
nic#9212,missing user address,45.90874352682205,0.0,0.0,0.0,45.90874352682205
Mettodo#7010,0x7710e7e881333fd3396ca5966bed6e72746b612d,8.007338987236404,36.4264652465003,300.0,0.0,44.4338042337367
metaverde#2503,0x8aac40061e258d6e45fd13e214710abdf356285a,44.307275729374766,0.0,0.0,0.0,44.307275729374766
r33pich33p#6906,missing user address,42.17198533277839,0.0,0.0,0.0,42.17198533277839
